ID;Active (0/1);Name *;Categories (x,y,z...);Wholesale price;Brand;Delivery;Availability;Description
;1;Figurka Hasbro Transformers Generations LegacyWreck 'N Rule Collection Prime Universe Bulkhead 18 cm;(Hasbro,Inne Filmy i Seriale);209,00z³;Hasbro;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p class="p1"><strong>Figurka Hasbro Transformers Generations LegacyWreck 'N Rule Collection Prime Universe Bulkhead.</strong></p><p class="p3">Wysoka jakoœæ wykonania.</p><p class="p3">Wymiary: ok. 18 cm.</p><p class="p3">Oficjalny, nowy produkt od Hasbro.</p><p class="p3"><strong>Ciekawy pomys³ na prezent dla fana Transformersów.</strong></p></div>
;1;Poduszk Pluszak Spy x Family 3D Anya;(Spy x Family,Spy x Family);135,00z³;Spy x Family;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Poduszka Spy x Family 3D Anya.</strong></p><p>Oryginalny produkt na licencji.</p><p>Materia³: poliester.</p><p>Wymiary: 44 x 43 cm.</p><p> </p></div>
;1;Figurka Transformers Hasbro Generations Legacy United Voyager Class Cybertron Universe Starscream 18 cm;(Hasbro,Inne Filmy i Seriale);219,00z³;Hasbro;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p class="p1"><strong>Figurka Transformers Generations Legacy United Voyager Class Cybertron Universe Starscream 18 cm.</strong></p><p class="p3">Wysoka jakoœæ wykonania.</p><p class="p3">Wymiary: ok. 18 cm.</p><p class="p3">Oficjalny, nowy produkt od Hasbro.</p><p class="p3"><strong>Ciekawy pomys³ na prezent dla fana Transformersów.</strong></p></div>
;1;Figurka Luke Skywalker Star Wars ARTFX+ Kotobukiya X-Wing Pilot 17 cm;(Star Wars,Star Wars Gwiezdne Wojny);699,00z³;Star Wars;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka Luke Skywalker Star Wars ARTFX+ Kotobukiya X-Wing Pilot 17 cm.</strong></p><p><span style="font-size: small;">Kotobukiya to gwarancja najwy¿szej jakoœci figurek i statuetek.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Star Wars The Mandalorian Black Series Credit Collection 15 cm;(Star Wars,Star Wars Gwiezdne Wojny);95,00z³;Star Wars;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka Star Wars The Mandalorian Black Series Credit Collection 15 cm.</strong></p><p><span style="font-size: small;">Figurka posiada kilkanaœcie punktów artykulacji oraz dodatkowe akcesoria.</span></p><p><span style="font-size: small;">Mo¿liwoœæ ustawienia figurki w ró¿nych pozycjach.</span></p><p><span style="font-size: small;">Ca³oœæ w oryginalnym opakowaniu z motywami Star Wars.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span></p><p><span style="font-size: small;"><strong>Ciekawy pomys³ na prezent dla fana Star Wars.</strong></span></p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Figurka Lord Of The Rings Weta Workshop W³adca Pierœcieni Aragorn 28 cm;(Weta Workshop,Lord Of The Rings);425,00z³;Weta Workshop;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka Lord Of The Rings Weta Workshop W³adca Pierœcieni Aragorn 28 cm.</strong></p><p><span style="font-size: small;">Weta Workshop to gwarancja najwy¿szej jakoœci figurek i statuetek.</span></p><p><span style="font-size: small;">Wymiary: ok. 28 cm.</span></p><p><span style="font-size: small;">Produkt oryginalny, licencjonowany.</span> </p><p>Materia³: wysokiej jakoœci PVC.</p><p><span style="font-size: small;"><strong>SprawdŸ tak¿e pozosta³e figurki dostêpne w naszym geekowym sklepie.</strong></span></p></div>
;1;Szachy Star Trek Trójwymiarowe Noble Collection Replika;(Noble Collection,Star Trek);799,00z³;Noble Collection;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Replika od cenionej firmy Noble Collection - Szachy Trójwymiarowe Star Trek.</strong></p><p>Wysoka jakoœæ wykonania i dba³oœæ o detale.</p><p>Unikatowy produkt kolekcjonerski dla fanów Star Treka.</p><p>Produkt nowy, oryginalny, licencjonowany.</p><p> </p></div>
;1;Ró¿d¿ka Luna Lovegood Noble Collection Blister 38 cm;(Noble Collection,Ró¿d¿ki i Repliki);139,00z³;Noble Collection;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Ró¿d¿ka Harry Potter Noble Collection Blister - Luna Lovegood.</strong></p><p>Ró¿d¿ki z nowej edycji s¹ takie same jak te z kolekcji Characters Edition oraz Ollivander. Nowy rodzaj opakowania w blisterze.</p><p>Ró¿d¿ki wykonane s¹ z twardego rodzaju ¿ywicy (resin).</p><p>Noble Collection to absolutna czo³ówka firm produkuj¹cych repliki filmowe. Wszystkie produkty wykonane s¹ z ogromn¹ precyzj¹ i dba³oœci¹ o szczegó³y. Dla kolekcjonerów, repliki tej firmy znajduj¹ siê na szczycie listy ¿yczeñ.</p><p>Produkt oryginalny, licencjonowany.</p><p><strong>Zerknij tak¿e na pozosta³e gad¿ety, ró¿d¿ki i repliki Harrego Pottera dostêpne w naszym sklepie!</strong></p></div>
;1;Jumanji Replika Gra Planszowa 1/1 Noble Collection 41 cm;(Noble Collection,Inne Filmy i Seriale);749,00z³;Noble Collection;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Replika od cenionej firmy Noble Collection - Gra Planszowa Jumanji w skali 1 do 1.</strong></p><p>Wysoka jakoœæ wykonania i dba³oœæ o detale.</p><p>Unikatowy produkt kolekcjonerski dla fanów filmu Jumanji.</p><p>Replika to równie¿ pe³noprawna gra planszowa.</p><p>Wymiary: 41 cm.</p><p>Produkt nowy, oryginalny, licencjonowany.</p><p> </p></div>
;1;Figurka DC Comics Bendyfigs Teen Titans Go! Beast Boy 9 cm;(DC Comics,DC Comics);55,00z³;DC Comics;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka DC Comics Teen Titans Go! Beast Boy.</strong></p><p>Figurka giêtka, mo¿na j¹ wyginaæ w ró¿ne strony. Wiele mo¿liwoœci ustawienia.</p><p>Bardzo ³adne i staranne wykonanie. Wiernie odzwierciedlone szczegó³y.</p><p>Wysokoœæ: 9 cm.</p><p>Noble Collection to absolutna czo³ówka firm produkuj¹cych repliki filmowe. Wszystkie produkty wykonane s¹ z ogromn¹ precyzj¹ i dba³oœci¹ o szczegó³y. Dla kolekcjonerów, repliki tej firmy znajduj¹ siê na szczycie listy ¿yczeñ.</p><p>Produkt oryginalny, licencjonowany.</p><p><strong>Zerknij tak¿e na pozosta³e gad¿ety i akcesoria DC Comics dostêpne w naszym sklepie!</strong></p><div id="spoon-plugin-kncgbdglledmjmpnikebkagnchfdehbm-2" style="display: none;"> </div></div>
;1;Figurka The Exorcist Bendyfigs Regan MacNeil 19 cm;(Pozostali producenci,Inne Filmy i Seriale);95,00z³;Pozostali producenci;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka The Exorcist Bendyfigs Regan MacNeil 19 cm.</strong></p><p>Figurka giêtka, mo¿na j¹ wyginaæ w ró¿ne strony. Wiele mo¿liwoœci ustawienia.</p><p>Bardzo ³adne i staranne wykonanie. Wiernie odzwierciedlone szczegó³y.</p><p>Wysokoœæ: 19 cm.</p><p>Noble Collection to absolutna czo³ówka firm produkuj¹cych repliki filmowe. Wszystkie produkty wykonane s¹ z ogromn¹ precyzj¹ i dba³oœci¹ o szczegó³y. Dla kolekcjonerów, repliki tej firmy znajduj¹ siê na szczycie listy ¿yczeñ.</p><p>Produkt oryginalny, licencjonowany.</p><p><strong>Zerknij tak¿e na pozosta³e gad¿ety i akcesoria Noble Collection dostêpne w naszym sklepie!</strong></p><div id="spoon-plugin-kncgbdglledmjmpnikebkagnchfdehbm-2" style="display: none;"> </div></div>
;1;Figurka Mini Gremlins Bendyfigs Gizmo 7 cm;(Pozostali producenci,Inne Filmy i Seriale);55,00z³;Pozostali producenci;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurka Gremlins Gizmo z serii Bendyfigs od Noble Collection.</strong></p><p>Figurka giêtka, mo¿na j¹ wyginaæ w ró¿ne strony :). Wiele mo¿liwoœci ustawienia.</p><p>Bardzo ³adne i staranne wykonanie. Wiernie odzwierciedlone szczegó³y.</p><p>Wysokoœæ: 11 cm.</p><p>Noble Collection to absolutna czo³ówka firm produkuj¹cych repliki filmowe. Wszystkie produkty wykonane s¹ z ogromn¹ precyzj¹ i dba³oœci¹ o szczegó³y. Dla kolekcjonerów, repliki tej firmy znajduj¹ siê na szczycie listy ¿yczeñ.</p><p>Produkt oryginalny, licencjonowany.</p><p><strong>Zerknij tak¿e na pozosta³e gad¿ety i akcesoria Noble Collection dostêpne w naszym sklepie!</strong></p><div id="spoon-plugin-kncgbdglledmjmpnikebkagnchfdehbm-2" style="display: none;"> </div></div>
;1;Ró¿d¿ka Jacob Kowalski Fantastic Beasts Noble Collection;(Noble Collection,Fantastyczne Zwierzêta);185,00z³;Noble Collection;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Ró¿d¿ka Fantastyczne Zwierzêta Noble Collection - Jacob Kowalski.</strong></p><p>Rêcznie malowana replika, wykonana z niezwyk³¹ precyzj¹, œwietnie odzwierciedlone szczegó³y.</p><p>Piêkne pude³ko wzorowane na pude³kach ró¿d¿ek ze sklepu Ollivander'a.</p><p>Ró¿d¿ki wykonane s¹ z twardego rodzaju ¿ywicy (resin).</p><p>Noble Collection to absolutna czo³ówka firm produkuj¹cych repliki filmowe. Wszystkie produkty wykonane s¹ z ogromn¹ precyzj¹ i dba³oœci¹ o szczegó³y. Dla kolekcjonerów, repliki tej firmy znajduj¹ siê na szczycie listy ¿yczeñ.</p><p>Produkt oryginalny, licencjonowany.</p><p><strong>Zerknij tak¿e na pozosta³e gad¿ety, ró¿d¿ki i repliki Harrego Pottera dostêpne w naszym sklepie!</strong></p></div>
;1;Brelok Harry Potter Hogwarts Legacy Portkey 14 cm;(Noble Collection,Gad¿ety);59,00z³;Noble Collection;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Brelok Harry Potter Hogwarts Legacy.</strong></p><p>£adne i starannie wykonanie, du¿a dba³oœæ o detale.</p><p>Wymiary: 14 cm.</p><p>Produkt oryginalny, licencjonowany.</p><p>Ca³oœæ zapakowana w plastikowy blister.</p><p><strong>SprawdŸ tak¿e pozosta³e gad¿ety Harry Potter dostêpne w sklepie GeekUP! Produkt na pewno oka¿e siê niezwyk³ym prezentem dla ka¿dego fana Harrego Pottera.</strong></p></div>
;1;Figurka Jurassic Park Raptor Egg Life Finds a Way Noble Collection 12 cm;(Noble Collection,Jurassic Park (Jurassic World));139,00z³;Noble Collection;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Replika od cenionej firmy Noble Collection - Miniatura Jurassic Park Raptor Egg.</strong></p><p>Wysoka jakoœæ wykonania i dba³oœæ o detale. </p><p>Unikatowy produkt kolekcjonerski dla fanów Jurassic Park.</p><p>Wymiary: 12 cm.</p><p>Produkt nowy, oryginalny, licencjonowany.</p><p> </p></div>
;1;Figurka Jurassic Park Velociraptor Blue Raptor Recon Noble Collection 8 cm;(Noble Collection,Jurassic Park (Jurassic World));139,00z³;Noble Collection;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Replika od cenionej firmy Noble Collection - Miniatura Jurassic Park Velociraptor Blue Raptor Recon.</strong></p><p>Wysoka jakoœæ wykonania i dba³oœæ o detale. </p><p>Unikatowy produkt kolekcjonerski dla fanów Jurassic Park.</p><p>Wymiary: 19 x 7 x 8 cm.</p><p>Produkt nowy, oryginalny, licencjonowany.</p><p> </p></div>
;1;Figurka Youtooz Vinyl Yu-Gi-Oh! Seto Kaiba 12 cm;(Youtooz,Yu-Gi-Oh!);195,00z³;Youtooz;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurki z serii Youtooz Vinyl Figures - Yu-Gi-Oh! Seto Kaiba.</strong></p><p>Oryginalny produkt na licencji.</p><p>Winylowe figurki Youtooz charakteryzuje œwietny design i wysoka jakoœæ wykonania.</p><p>Figurka zapakowana w oryginalne pude³ko.</p><p>Wymiary: ok. 12 cm.</p></div>
;1;Figurka Youtooz Vinyl Conker's Bad Fur Day Soldier Conker 12 cm;(Youtooz,Inne Gry);195,00z³;Youtooz;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurki z serii Youtooz Vinyl Figures - Conker's Bad Fury Day Soldier Conker.</strong></p><p>Oryginalny produkt na licencji.</p><p>Winylowe figurki Youtooz charakteryzuje œwietny design i wysoka jakoœæ wykonania.</p><p>Figurka zapakowana w oryginalne pude³ko.</p><p>Wymiary: ok. 12 cm.</p></div>
;1;Figurka Youtooz Vinyl Yu-Gi-Oh! Blue Eyes White Dragon 10 cm;(Youtooz,Yu-Gi-Oh!);195,00z³;Youtooz;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurki z serii Youtooz Vinyl Figures - Yu-Gi-Oh! Blue Eyes White Dragon.</strong></p><p>Oryginalny produkt na licencji.</p><p>Winylowe figurki Youtooz charakteryzuje œwietny design i wysoka jakoœæ wykonania.</p><p>Figurka zapakowana w oryginalne pude³ko.</p><p>Wymiary: ok. 10 cm.</p></div>
;1;Figurka Youtooz Vinyl Stranger Things Steve Harrington 12 cm;(Youtooz,Stranger Things);195,00z³;Youtooz;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurki z serii Youtooz Vinyl Figures - Stranger Things Steve Harrington.</strong></p><p>Oryginalny produkt na licencji.</p><p>Winylowe figurki Youtooz charakteryzuje œwietny design i wysoka jakoœæ wykonania.</p><p>Figurka zapakowana w oryginalne pude³ko.</p><p>Wymiary: ok. 12 cm.</p></div>
;1;Figurka Youtooz Vinyl Spy x Family Anya Forger 12 cm;(Youtooz,Spy x Family);195,00z³;Youtooz;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurki z serii Youtooz Vinyl Figures - Spy x Family Anya Forger.</strong></p><p>Oryginalny produkt na licencji.</p><p>Winylowe figurki Youtooz charakteryzuje œwietny design i wysoka jakoœæ wykonania.</p><p>Figurka zapakowana w oryginalne pude³ko.</p><p>Wymiary: ok. 12 cm.</p></div>
;1;Figurka Youtooz Vinyl Avatar The Last Airbender Blue Spirit 12 cm;(Youtooz,Inne Bajki, Anime, Komiksy);195,00z³;Youtooz;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurki z serii Youtooz Vinyl Figures - The Last Airbender Blue Spirit.</strong></p><p>Oryginalny produkt na licencji.</p><p>Winylowe figurki Youtooz charakteryzuje œwietny design i wysoka jakoœæ wykonania.</p><p>Figurka zapakowana w oryginalne pude³ko.</p><p>Wymiary: ok. 12 cm.</p></div>
;1;Figurka Youtooz Vinyl Yu-Gi-Oh! Yami Yugi 12 cm;(Youtooz,Yu-Gi-Oh!);195,00z³;Youtooz;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurki z serii Youtooz Vinyl Figures - Yu-Gi-Oh! Yami Yugi.</strong></p><p>Oryginalny produkt na licencji.</p><p>Winylowe figurki Youtooz charakteryzuje œwietny design i wysoka jakoœæ wykonania.</p><p>Figurka zapakowana w oryginalne pude³ko.</p><p>Wymiary: ok. 12 cm.</p></div>
;1;Figurka Youtooz Vinyl My Hero Academia Shoto Todoroki 11 cm;(Youtooz,My Hero Academia);145,00z³;Youtooz;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurki z serii Youtooz Vinyl Figures - My Hero Academia Shoto Todoroki.</strong></p><p>Oryginalny produkt na licencji.</p><p>Winylowe figurki Youtooz charakteryzuje œwietny design i wysoka jakoœæ wykonania.</p><p>Figurka zapakowana w oryginalne pude³ko.</p><p>Wymiary: ok. 11 cm.</p></div>
;1;Figurka Youtooz Vinyl My Hero Academia Ochaco Uraraka 11 cm;(Youtooz,My Hero Academia);149,00z³;Youtooz;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurki z serii Youtooz Vinyl Figures - My Hero Academia Ochaco Uraraka.</strong></p><p>Oryginalny produkt na licencji.</p><p>Winylowe figurki Youtooz charakteryzuje œwietny design i wysoka jakoœæ wykonania.</p><p>Figurka zapakowana w oryginalne pude³ko.</p><p>Wymiary: ok. 11 cm.</p></div>
;1;Figurka Youtooz Vinyl Avatar The Last Airbender Suki 11 cm;(Youtooz,Inne Bajki, Anime, Komiksy);195,00z³;Youtooz;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurki z serii Youtooz Vinyl Figures - The Last Airbender Suki.</strong></p><p>Oryginalny produkt na licencji.</p><p>Winylowe figurki Youtooz charakteryzuje œwietny design i wysoka jakoœæ wykonania.</p><p>Figurka zapakowana w oryginalne pude³ko.</p><p>Wymiary: ok. 11 cm.</p></div>
;1;Figurka Youtooz Vinyl Stranger Things Henry Creel 12 cm;(Youtooz,Stranger Things);195,00z³;Youtooz;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurki z serii Youtooz Vinyl Figures - Stranger Things Henry Creel.</strong></p><p>Oryginalny produkt na licencji.</p><p>Winylowe figurki Youtooz charakteryzuje œwietny design i wysoka jakoœæ wykonania.</p><p>Figurka zapakowana w oryginalne pude³ko.</p><p>Wymiary: ok. 12 cm.</p></div>
;1;Figurka Youtooz Vinyl Dune Diuna Duncan Idaho 11 cm;(Youtooz,Diuna (Dune));125,00z³;Youtooz;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Figurki z serii Youtooz Vinyl Figures - Duncan Idaho.</strong></p><p>Oryginalny produkt na licencji.</p><p>Winylowe figurki Youtooz charakteryzuje œwietny design i wysoka jakoœæ wykonania.</p><p>Figurka zapakowana w oryginalne pude³ko.</p><p>Wymiary: ok. 11 cm.</p></div>
;1;Maskotka Pluszak Youtooz The Witcher WiedŸmin Roach P³otka 30 cm;(Youtooz,WiedŸmin);175,00z³;Youtooz;4-7 dni;Produkt dostêpny;<div class="resetcss" itemprop="description"><p><strong>Maskotka Pluszak Youtooz The Witcher - P³otka.</strong></p><p>Oryginalny produkt na licencji.</p><p>Pluszak mi³y i miêkki w dotyku.</p><p>Wymiary: 30 cm.</p></div>
